part_number,op,seq,feature_or_op,tool_name,tool_type,dia_mm,flutes,cut_len_mm,tool_len_mm,zmin_mm,feed_mm_min,feed_mm_rev,speed_rpm,stepover_mm,stepdown_mm,material,machine,source
0023-12637,20,1,OD rough (2nd op),MITSUBISHI CNGG120404-MJ HTi10 / WALTER DCLNR2525M12,lathe_OD_rough,,,,,-55.6,,0.20,1000,,,PP NPP,TAKISAWA NEX-108Y,setup_sheet
0023-12637,20,2,OD finish,ZCC-CT VCGX110302-LH / CHAIN SVJCR2525M11,lathe_OD_finish,,,,,-55.8,,0.07,1500,,,PP NPP,TAKISAWA NEX-108Y,setup_sheet
0023-12637,20,3,radial leaders (7x),E143-0 Ø3.0MM FLAT ENDMILL (horizontal live),end_mill,3,4,50.0,60.0,-4.0,200,,1600,,,PP NPP,TAKISAWA NEX-108Y,setup_sheet
0041-14421,10,1,rough outline 9.525mm,10MM ROUGHING ENDMILL PCL590167 FAP11335,end_mill,10,2,35.0,40.0,-9.525,300,,11000,,,PP White UL94,CNCR EXACT (Router),setup_sheet
0041-14421,10,2,finish outline 9.525mm,10MM FINISHING ENDMILL PCL590167 FAP11335,end_mill,10,2,35.0,40.0,-9.525,500,,12500,,,PP White UL94,CNCR EXACT (Router),setup_sheet
0041-14421,10,3,chamfer weld edge,3MM NC SPOT 90DEG S2DSO-090-030U,chamfer_mill,3,2,5.0,30.0,0.0,1000,,8000,,,PP White UL94,CNCR EXACT (Router),setup_sheet
0041-14421,10,4,registration mark,3MM NC SPOT 90DEG S2DSO-090-030U,chamfer_mill,3,2,5.0,30.0,-0.2,1000,,8000,,,PP White UL94,CNCR EXACT (Router),setup_sheet
0041-14421,10,5,drill 3.5mm for 8-32UNC,DRILL 3.5MM COBALT,drill,3.5,2,20.0,30.0,-12.0,200,,1500,,,PP White UL94,CNCR EXACT (Router),setup_sheet
0041-14421,10,6,8-32 UNC thread-hob,THREADHOB 8-32 UNC TIP DIA 3.2MM,thread_mill,3.2,4,2.381,30.0,-10.5,300,,3000,,,PP White UL94,CNCR EXACT (Router),setup_sheet
0041-14421,10,7,cut material,3MM NC SPOT 90DEG S2DSO-090-030U,chamfer_mill,3,2,5.0,30.0,-9.525,2000,,11000,,,PP White UL94,CNCR EXACT (Router),setup_sheet
0041-14421,20,1,rough outline 6.35mm,10MM ROUGHING ENDMILL PCL590167 FAP11335,end_mill,10,2,35.0,40.0,-6.35,300,,11000,,,PP White UL94,CNCR EXACT (Router),setup_sheet
0041-14421,20,2,finish outline 6.35mm,10MM FINISHING ENDMILL PCL590167 FAP11335,end_mill,10,2,35.0,40.0,-6.35,500,,11000,,,PP White UL94,CNCR EXACT (Router),setup_sheet
0041-14421,20,3,slot thru 6.35mm,— (D23 slot),slot,,,,,-6.35,150,,3000,,,PP White UL94,CNCR EXACT (Router),nc
0041-14421,20,4,chamfer weld,3MM NC SPOT 90DEG,chamfer_mill,3,2,5.0,30.0,0.0,,,11000,,,PP White UL94,CNCR EXACT (Router),nc
0041-62474,10,1,face/profile,10mm FLAT ENDMILL 2F,endmill,10,2,20,40,,,3810,,11000,,,PEEK,CNCR BARNY,setup PDF 3139 OP10
0041-62474,10,3,chamfer,3mm FLAT ENDMILL 2F,endmill,3,2,8,25,,,300,,11000,,,PEEK,CNCR BARNY,setup PDF 3139 OP10
0041-62474,10,4,chamfer,3mm CHAMFERMILL 90deg,chamfermill,3,2,1.5,25,,,3810,,11000,,,PEEK,CNCR BARNY,setup PDF 3139 OP10
0041-62474,10,6,profile/slot,6mm FLAT ENDMILL 2F,endmill,6,2,20,30,,,200,,11000,,,PEEK,CNCR BARNY,setup PDF 3139 OP10
0041-62474,10,8,face,80mm FACEMILL MITSUBISHI 4F,facemill,80,4,6,50,,,2000,,5000,,,PEEK,CNCR BARNY,setup PDF 3139 OP10
0041-62474,20,1,face,50mm FACEMILL MITSUBISHI 4F,facemill,50,4,17,40,,,1000,,5000,,,PEEK,CNCR BARNY,setup PDF 3140 OP20
0041-62474,20,5,slot/pocket,6mm FLAT ENDMILL 2F,endmill,6,2,20,30,,,500,,7000,,,PEEK,CNCR BARNY,setup PDF 3140 OP20
0041-62474,20,6,slot/pocket,3mm FLAT ENDMILL 2F,endmill,3,2,8,25.4,,,500,,11000,,,PEEK,CNCR BARNY,setup PDF 3140 OP20
0041-62474,30,6,slot/engrave,3mm FLAT ENDMILL 2F,endmill,3,2,8,25.4,,,150,,6000,,,PEEK,CNCV MAK,setup PDF 3141 OP30
0041-62474,40,6,slot,3mm FLAT ENDMILL 2F,endmill,3,2,8,25.4,,,150,,6000,,,PEEK,CNCL TAK,setup PDF 3144 OP40
0041-62474,50,5,slot,6mm FLAT ENDMILL 2F,endmill,6,2,20,30,,,500,,4500,,,PEEK,CNCL TAK,setup PDF 3145 OP50
0041-62474,60,5,slot/contour,6mm FLAT ENDMILL 2F,endmill,6,2,20,30,,,200,,4500,,,PEEK,FAB,setup PDF 3146 OP60
0041-62474,60,6,slot/contour,3mm FLAT ENDMILL 2F,endmill,3,2,8,25.4,,,500,,6000,,,PEEK,FAB,setup PDF 3146 OP60
0042-15176,10,1,face,50MM FACEMILL MITSUBISHI,facemill,50,,40,,,600,,3000,,,PEEK,CNCV FAN V,setup PDF 5176 OP10
0042-15176,10,17,face finish,Helicopter Fly Cutter,fly cutter,150,,5,,,100,,500,,,PEEK,CNCV FAN V,setup PDF 5176 OP10
0042-15176,20,6,step contour,3MM FLAT ENDMILL 2F,endmill,3,2,25,,,1000,,8000,,,PEEK,CNCV FAN V,setup PDF 5177 OP20
0042-15176,20,15,contour,Dia 1.5MM EM 1.5x4.5x4x50,endmill,1.5,,4.5,,,600,,8000,,,PEEK,CNCV FAN V,setup PDF 5177 OP20
0042-15176,20,16,chamfer,3MM CHAMFERMILL 90 DEG 2F,chamfermill,3,2,,,,,1000,,8000,,,PEEK,CNCV FAN V,setup PDF 5177 OP20
0042-15176,20,9,drill spotdrill,Dia 2.1mm Drill,drill,2.1,2,17,,,100,,3000,,,PEEK,CNCV FAN V,setup PDF 5177 OP20
0042-15176,20,17,spotdrill/cbore,Dia 24.4(230) 90 DEG,spotdrill,24.4,,20,,,150,,300,,,PEEK,CNCV FAN V,setup PDF 5177 OP20
0042-15176,20,4,pocket/profile,10MM FLAT ENDMILL 2F,endmill,10,2,20,,,1000,,6000,,,PEEK,CNCV FAN V,setup PDF 5177 OP20
0042-15176,30,7,spotdrill,12MM SPOTDRILL 90 DEG 2F,spotdrill,12,2,,,,,100,,3000,-2.5,,PEEK,CNCV FAN V,setup PDF 5178 OP30
0042-15176,30,15,drill,3MM Drill,drill,3,2,30,,,100,,3000,-11.7,,PEEK,CNCV FAN V,setup PDF 5178 OP30
0042-15176,30,16,tap,10-24 UNC Spiral Tap,tap,,,,,,-11.7,250,,,,PEEK,CNCV FAN V,setup PDF 5178 OP30
0042-15176,30,6,pocket/contour,6MM FLAT ENDMILL 2F,endmill,6,2,20,,,800,,8000,-8.03,,PEEK,CNCV FAN V,setup PDF 5178 OP30
0042-15176,30,20,reamer,Dia 4.74mm(120) Reamer-Dura,reamer,4.74,,,,,150,,300,,,PEEK,CNCV FAN V,setup PDF 5178 OP30
0042-15176,30,120,dovetail,TAP AP11317 Dovetail,dovetail cutter,4.235,,,,,-1.245,300,,600,,,PEEK,CNCV FAN V,setup PDF 5178 OP30
0042-15176,30,18,corner radius,Shank Dia4 Tip Dia1.5 R0.5 Corner Radius Cutter,bull endmill,4,,,,,-8.7,1000,,9000,,,PEEK,CNCV FAN V,setup PDF 5178 OP30
0042-15176,30,21,contour,Dia 3mm EM Coated-Dura,endmill,3,,,,,,-12.042,600,,8000,,,PEEK,CNCV FAN V,setup PDF 5178 OP30
0200-02605,10,N1,stopper,Stopper,stopper,,,,,,,,,,,,NEX-108Y,xls OP10 TAKI
0200-02605,10,N3,ID drill center,Sport Drill 10mm,spot drill,10,,2.4,,,-2.4,70,,1000,,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,10,N4,drill 4mm,Carbide Drill 4mm 118deg,drill,4,,11,,,70,,1000,-11.0,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,10,N5,ID thread -32UNF,ID Thread WARK MTHR0425L08A,thread mill,4.25,,5.3,,,198.438,,250,,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,10,N6,deburr,Carbide Drill 4mm (deburr pass),drill,4,,11,,,,,,,,,NEX-108Y,xls OP10 TAKI
0200-02605,10,N7,rough hole 0.040in,0.9mm Carbide Drill DURA,drill,0.9,,16,,,30,,3000,,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,10,N8,reamer 1.02mm,Reamer Dia1.02 DURA (SHK1.5 FL5 TL40),reamer,1.02,,15.3,40,,,100,,800,,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,10,N9,OD rough/facing,OD Turn 35 ZCCT SVJCR-2525M VCGX110302-LC,turning insert,,,,,,,,0.25,1000,,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,10,N10,mill hexagon,Endmill 2F Dia10mm,endmill,10,2,3.8,,,100,,3000,,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,10,N11,OD groove,OD Groove/Parting 1.5mm SIMTEK TH2.2525,groove tool,1.5,,18.6,,,-18.532,,0.08,1000,,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,10,N12,facing,OD Turn 35 ZCCT SVJCR-2525M VCGX110302-LC,turning insert,,,,,,,0.25,1000,,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,10,N13,OD groove finish,OD Groove/Parting 1.5mm SIMTEK TH2.2525,groove tool,1.5,,18.6,,,,,0.08,1000,,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,10,N14,OD threading .312-24UNF,OD Threading KTKFR 2020 JX-12,threading tool,,,17,,,,1.0583,1200,,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,10,N15,taper angle 22.8deg,OD Groove/Parting 1.5mm SIMTEK TH2.2525,groove tool,1.5,,18.6,,,,,0.08,1000,,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,10,N16,parting,OD Groove/Parting 1.5mm SIMTEK TH2.2525,groove tool,1.5,,18.6,,,,,0.08,1000,,,PEEK,NEX-108Y,xls OP10 TAKI
0200-02605,20,N1,OD rough,OD Turn 35 ZCCT SVJCR-2525M VCGX110302-LC,turning insert,,,20,,,,,0.25,1000,,,PEEK,NEX-108Y,xls OP20 TAKI
0200-02605,20,N2,OD finish,OD Turn 35 ZCCT SVJCR-2525M VCGX110302-LC,turning insert,,,20,,,,,0.25,1000,,,PEEK,NEX-108Y,xls OP20 TAKI
0200-02605,20,N3,chamfer,Spot Drill 60deg SY Precision Dia3,spot drill,3,,0.85,,,,70,,1000,,,PEEK,NEX-108Y,xls OP20 TAKI
1157-776-01,40,2-4,contour control 2.3+0.5mm + slot 13dp,6mm flat EM 2F BT40-ER25,end mill,6,2,25,30,-14.1,950,,6000,,,PEEK,CNCV MAK (DNM-4500),setup sheet OP40 PDF
1157-776-01,40,6-8,Ø4.2 Ø5.5 holes + remachine R3,3mm flat EM 2F BT40-ER25,end mill,3,2,8,25.4,-16.8,150-200,,6000-8000,,,PEEK,CNCV MAK (DNM-4500),setup sheet OP40 PDF
1157-776-01,40,10-12,P pocket thru + semi + finish,6mm flat EM 2F BT40-ER25,end mill,6,2,25,30,-16.8,700-950,,6000,,,PEEK,CNCV MAK (DNM-4500),setup sheet OP40 PDF
1157-776-01,40,13-14,side cut rough + finish,6mm flat EM 4F BT40-ER25 (long),end mill,6,4,35,50,-32.3,800-950,,6000,,,PEEK,CNCV MAK (DNM-4500),setup sheet OP40 PDF
1157-776-01,40,15,M4×0.7 thread mill Nitronic,Walter M4×0.7 thread hob H0428L08 D2.8,thread mill,2.8,3,8,25,-10.0,381,,4000,,,PEEK,CNCV MAK (DNM-4500),setup sheet OP40 PDF
1157-776-01,40,16-18,chamfers 0.1mm,3mm spot drill,spot drill,3,2,25,30.5,-6.6,200,,600-6000,,,PEEK,CNCV MAK (DNM-4500),setup sheet OP40 PDF
1157-776-01,50,20,engrave P/N + Rev,0.8mm ball-nose 4F,ball-nose EM,0.8,4,2,20,-15.55,150,,8000,,,PEEK,CNCV MAK (DNM-4500),setup sheet OP50 PDF
1157-776-01,60,22,Ø3.2 drill × 7.5dp,3mm flat EM 2F circle mill,end mill,3,2,8,25.4,-7.5,200,,6000,,,PEEK,CNCV MAK (DNM-4500),setup sheet OP60 PDF
1157-776-01,60,23,M3×0.5 thread mill,Thread hob M3×0.5 D2.2 CL7 NL7,thread mill,2.2,4,3,25,-6.0,250,,3500,,,PEEK,CNCV MAK (DNM-4500),setup sheet OP60 PDF
1157-776-01,60,24,chamfer 0.1mm,3mm spot drill,spot drill,3,2,25,30.5,-0.6,200,,6000,,,PEEK,CNCV MAK (DNM-4500),setup sheet OP60 PDF
1241-714-01,10,1,face+OD rough,MITSUBISHI CNGG120404-MJ HTi10 / WALTER DCLNR2020K12,lathe_OD_rough,,,,,-0.3,,0.20,1200,,,PP NPP,DOOSAN 2600Y,setup_sheet
1241-714-01,10,2,OD finish,ZCC-CT VCGX110302-LH / CHAIN SVJCR2525M11,lathe_OD_finish,,,,,-36.0,,0.06,1000,,,PP NPP,DOOSAN 2600Y,setup_sheet
1241-714-01,10,3,H-drill Ø12 live,12MM FLAT ENDMILL 4F (horizontal live),end_mill,12,4,50.0,75.0,-38.8,300,,2000,,,PP NPP,DOOSAN 2600Y,setup_sheet
1241-714-01,10,4,H-drill Ø4 live,FAP-00027 4MM,drill,4,2,29.3,75.0,-37.075,70,,2500,,,PP NPP,DOOSAN 2600Y,setup_sheet
1241-714-01,10,5,H-drill Ø3.15 live,FAP-00026 3.15MM,drill,3.15,2,8.0,75.0,-44.075,70,,2500,,,PP NPP,DOOSAN 2600Y,setup_sheet
1241-714-01,10,6,engrave (vertical),0.8MM BALL ENDMILL 4F,ball_mill,0.8,4,50.0,75.0,,300–200,,4000,,,PP NPP,DOOSAN 2600Y,setup_sheet
1241-714-01,10,7,OD parting,ISCAR TAG R3J-15D IC908 / SHANGINGSGBU 20-32,lathe_parting,,,,,-38.0,,0.15,1100,,,PP NPP,DOOSAN 2600Y,setup_sheet
1241-714-01,20,1,Ø15 pocket rough,12MM ENDMILL 2F,end_mill,12,2,25.0,50.0,-5.8,2000,,7200,,,PP NPP,CNCV MAK PS95,setup_sheet
1241-714-01,20,2,Ø15 pocket finish,10MM ENDMILL 2F FINISHING,end_mill,10,2,25.0,40.0,-6.0,720,,7200,,,PP NPP,CNCV MAK PS95,setup_sheet
1241-714-01,20,3,Ø6H9 bore rough (helix),5MM FLAT ENDMILL 4F,end_mill,5,4,30.0,75.0,-24.0,350,,6450,,,PP NPP,CNCV MAK PS95,setup_sheet
1241-714-01,20,4,Ø6H9 reamer,6.03MM REAMER DURA 6F,reamer,6.03,6,26.0,93.0,-24.0,10,,420,,,PP NPP,CNCV MAK PS95,setup_sheet
1241-714-01,20,5,face thickness rough,12MM ENDMILL 2F,end_mill,12,2,25.0,50.0,0.25,2000,,8200,,,PP NPP,CNCV MAK PS95,setup_sheet
1241-714-01,20,6,face thickness finish,10MM ENDMILL 2F FINISHING,end_mill,10,2,25.0,40.0,0.0,720,,7200,,,PP NPP,CNCV MAK PS95,setup_sheet
15-137820-00,10,1,roughing facing,20MM ENDMILL CHIPBREAKER,end_mill,20,2,65.0,80.0,-11.0,3000,,13500,,,PP White WPP,EXXACT PLUS,setup_sheet
15-137820-00,10,2,finishing facing,20MM ENDMILL CHIPBREAKER,end_mill,20,2,65.0,80.0,-11.0,2000,,10000,,,PP White WPP,EXXACT PLUS,setup_sheet
15-137820-00,10,3,rough outline,10MM ROUGHING EM PCL590167 FAP11335,end_mill,10,2,35.0,40.0,-10.0,3500,,13500,,,PP White WPP,EXXACT PLUS,setup_sheet
15-137820-00,10,4,finish outline,10MM FINISHING EM PCL590167 FAP11335,end_mill,10,2,35.0,40.0,-10.0,3000,,12500,,,PP White WPP,EXXACT PLUS,setup_sheet
15-137820-00,10,5,chamfer,20MM SPOT DRILL 90DEG,chamfer_mill,20,2,35.0,50.0,-7.35,1200,,8000,,,PP White WPP,EXXACT PLUS,setup_sheet
15-137820-00,10,6,rough c-bore Ø12.7,6MM ROUGHING EM PCL590166 FAP11336,end_mill,6,2,25.0,35.0,-3.61,500,,5000,,,PP White WPP,EXXACT PLUS,setup_sheet
15-137820-00,10,7,finish c-bore Ø12.7,6MM FINISHING EM PCL590166 FAP11336,end_mill,6,2,25.0,35.0,-3.81,500,,5000,,,PP White WPP,EXXACT PLUS,setup_sheet
15-137820-00,10,8,helix bore Ø6.73,3MM ENDMILL PCL590193 FAP11334,end_mill,3,2,10.0,30.0,-11.0,500,,5000,,,PP White WPP,EXXACT PLUS,setup_sheet
15-137820-00,10,9,chamfer holes,3MM NC SPOT 90DEG S2DSO-090-030U,chamfer_mill,3,2,5.0,30.0,-4.81,500,,9000,,,PP White WPP,EXXACT PLUS,setup_sheet
15-137820-00,10,10,cut material,3MM NC SPOT 90DEG S2DSO-090-030U,chamfer_mill,3,2,5.0,30.0,-10.8,2000,,11000,,,PP White WPP,EXXACT PLUS,setup_sheet
15-137820-00,20,1,rough facing back,20MM ENDMILL CHIPBREAKER,end_mill,20,2,65.0,80.0,-11.0,3000,,13500,,,PP White WPP,EXXACT 1616,setup_sheet
15-137820-00,20,2,finish facing back,20MM ENDMILL CHIPBREAKER,end_mill,20,2,65.0,80.0,-11.0,2000,,10000,,,PP White WPP,EXXACT 1616,setup_sheet
15-137820-00,20,3,rough step 3.3mm,6MM ROUGHING EM PCL590166 FAP11336,end_mill,6,2,25.0,35.0,-3.002,1500,,13500,,,PP White WPP,EXXACT 1616,setup_sheet
15-137820-00,20,4,finish step 3.3mm,6MM FINISHING EM PCL590166 FAP11336,end_mill,6,2,25.0,35.0,-3.302,1200,,10000,,,PP White WPP,EXXACT 1616,setup_sheet
15-137820-00,20,5,chamfer back,3MM NC SPOT 90DEG S2DSO-090-030U,chamfer_mill,3,2,5.0,30.0,-0.7,2000,,11000,,,PP White WPP,EXXACT 1616,setup_sheet
15-395585-00,10,1,face stopper / OD rough,MITSUBISHI CNGG120404-MJ HTi10 / WALTER DCLNR2525M12,lathe_OD_rough,,,,,0.3,,0.20,1000,,,PP NPP,TAKISAWA 108,setup_sheet
15-395585-00,10,2,OD finish,ZCC-CT VCGX110302-LH / CHAIN SVJCR2525M11,lathe_OD_finish,,,,,-13.6,,0.07,1000,,,PP NPP,TAKISAWA 108,setup_sheet
15-395585-00,10,3,back chamfer,ZCC-CT VCGX110302-LH / CHAIN SVJCR2525M11,lathe_OD_finish,,,,,-13.395,,0.07,1000,,,PP NPP,TAKISAWA 108,setup_sheet
15-395585-00,10,4,ID drill 6mm EM,Ø6.00MM END MILL (drill substitute),drill,6,,,,-15.2,,0.10,1000,,,PP NPP,TAKISAWA 108,setup_sheet
15-395585-00,10,5,ID finish,WARK MBQR0441L16R010 / SIMTEK A04.0016,lathe_ID_finish,,,,,-13.7,,0.07,1000,,,PP NPP,TAKISAWA 108,setup_sheet
15-395585-00,10,6,OD parting,TAEGUTEC TDJ2TT8020 / T-CLAMP TTER2525-2T17,lathe_parting,,,,,-14.7,,0.07,1000,,,PP NPP,TAKISAWA 108,setup_sheet
16-408773-00,OP10-ITEM1,N1,ROUGH TOP,50mm Facemill 45deg,facemill,45,4,40,40,-10.0,800,,5000,,,PP,CNCV FAN V,4091 setup sheet
16-408773-00,OP10-ITEM1,N2,ROUGH OD+POCKETS+SLOT,12MM ENDMILL 2F,end_mill,12,2,25,50,-35.4,250-4000,,8000,,,PP,CNCV FAN V,4091 setup sheet
16-408773-00,OP10-ITEM1,N3,ROUGH SLOT 0.130,3MM ENDMILL 2F,end_mill,3,2,8,20,-3.0,250,,6000,0.15,3.0,PP,CNCV FAN V,4091 setup sheet
16-408773-00,OP10-ITEM1,N4,FIN SURFACES,10MM ENDMILL 2F FULLERTON,end_mill,10,2,25,40,-15.236,600-1000,,6000,,,PP,CNCV FAN V,4091 setup sheet
16-408773-00,OP10-ITEM1,N5,FIN ANGLE 20DEG,6MM BALLNOSE 2F,ball_mill,6,2,20,30,-2.197,4000,,8000,,,PP,CNCV FAN V,4091 setup sheet
16-408773-00,OP10-ITEM1,N6,CHAMFER TOP,6MM NC SPOTDRILL 90DEG,spot_drill,6,2,25,30,-1.196,1000,,6000,,,PP,CNCV FAN V,4091 setup sheet
16-408773-00,OP10-ITEM1,N7,HOLE 0.194,drill ~4.9mm,drill,4.9,2,,,, 150,,4000,,,PP,CNCV FAN V,NC 4091 est
16-408773-00,OP20-ITEM1,N1,ROUGH FACING (post-weld),2D highspeed EM,end_mill,,,,,, 2500,,8000,,,PP,DNM 5700 4X,NC 4093
16-408773-00,OP20-ITEM1,N2,CONTOUR OD (post-weld),dovetail cutter Dia7.51,specialty,7.51,2,,,,-800,,3500,,,PP,DNM 5700 4X,NC 4093 / dovetail spec PDF
16-408773-00,OP20-ITEM1,N8,ENGRAVE PN,engraving tool,engrave,,2,,,,-200,,8000,0,0.2,PP,DNM 5700 4X,NC 4093 op 29
16-408773-00,OP10-ITEM2,N1,FACING,facemill 80mm 45deg,facemill,80,4,10,50,0.3,2000,,5000,,,PP,CNCR EXACT,4088 NC
16-408773-00,OP10-ITEM2,N2,ROUGH OD + ANGLE 20DEG,12MM EM 2F,end_mill,12,2,,,,-250,,13500,,,PP,CNCR EXACT,NC 4088
16-408773-00,OP10-ITEM2,N3,CUT MATERIAL,parting/cut,cut,,,,,,650,,4000,,,PP,CNCR EXACT,NC 4088
16-408773-00,OP20-ITEM2,N1,FACING+ROUGH/FIN OD,12MM EM,end_mill,12,2,,,,300-2500,,5000-13500,,,PP,EXXACT1616,NC 4089
16-408773-00,OP20-ITEM2,N4,ROUGH SLOT 0.130,3MM EM or similar,end_mill,3,2,,,,200,,6000,,,PP,EXXACT1616,NC 4089
16-408773-00,OP20-ITEM2,N7,FIN ANGLE 20DEG,12MM EM,end_mill,12,2,,,,300,,13500,,,PP,EXXACT1616,NC 4089
16-408773-00,OP20-ITEM2,N9,FIN ID,12MM EM,end_mill,12,2,,,,2500,,8000,,,PP,EXXACT1616,NC 4089
16-408773-00,OP10-ITEM3,N1,ROUGH OD,OD turning insert,lathe_od,,,,137.2,,200,0.25,13500,,,PP,CNCR EXACT,NC 4087
16-408773-00,OP10-ITEM3,N2,FIN OD,OD finish insert,lathe_od,,,,137.2,,1200,0.08,13500,,,PP,CNCR EXACT,NC 4087
16-408773-00,OP10-ITEM3,N3,CUT/PART,parting insert,lathe_part,,,,,,650,0.08,10000,,,PP,CNCR EXACT,NC 4087
16-455529-00,OP10-ITEM1,N1,OD TURNING BLANK,OD Turn 80deg insert (CNGG120404),lathe_od,,,,137.2,,200,0.25,2000,,,PP,CNCL TAK,OP10 xlsx setup sheet
16-455529-00,OP10-ITEM1,N2,PARTING,PARTING insert (AC830P),lathe_part,,,,137.2,,200,0.08,1000,,,PP,CNCL TAK,OP10 xlsx setup sheet
16-455529-00,OP10-ITEM1,N3,OD FINISH,OD TURN 35 (VCGX110302-LC),lathe_od,,,,137.2,,200,0.08,1000,,,PP,CNCL TAK,OP10 xlsx setup sheet
16-455529-00,OP20-ITEM1,N1,FACING 0.0,C-F-12MM X55-2FL EM,end_mill,12,2,55,60,-24.215,1000,,5000,,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N2,ROUGH OD,C-RF-12MM X55-2FL EM,end_mill,12,2,55,60,-28.279,889-1270,,5000-10000,0.889,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N3,FIN OD 0.750,C-F-12MM X55-2FL EM,end_mill,12,2,55,60,-15.264,1270,,10000,,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N4,SPOT/CHAMFER HOLE,C-RF-12MM 90DEG CHAMFER 4FL,chamfer_mill,12,4,6,50,0.502,150-1000,,4000-6000,,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N5,HOLE 0.340 (Ø8.636mm),CARB DRILL 8.60 DURA,drill,8.6,2,60,65,0.502,203-508,,1350-2000,,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N6,FIN HOLE 0.600,C-F-10MM X35-2FL EM,end_mill,10,2,35,40,10.027,762,,2000-10000,,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N7,ROUGH DIST 0.725,C-RF-12MM X55-2FL EM,end_mill,12,2,55,60,-15.142,1500,,8000,,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N8,SLOT 0.210,slot mill,slot_mill,,,,,-15,600,,5000,,,PP,DVF 5000,NC T30
16-455529-00,OP10-ITEM2,N1,ROUGH FACING,C-RF-80MM 45DEG FACEMILL,facemill,80,4,10,50,0.3,2000,,5000,,,PP,DNM 6700,4558 setup sheet
16-455529-00,OP10-ITEM2,N2,ROUGH OD,C-RF-12MM X55-2FL EM,end_mill,12,2,55,55,-27.7,300,,5000-12000,0.5,,PP,DNM 6700,4558 setup sheet
16-455529-00,OP10-ITEM2,N3,FACING 0.0,C-F-12MM X55-2FL EM,end_mill,12,2,55,55,0.0,1000,,5000,,,PP,DNM 6700,4558 setup sheet
16-455529-00,OP10-ITEM2,N4,FIN OD,C-F-12MM X55-2FL EM,end_mill,12,2,55,55,-27.7,1000,,5000-6000,,,PP,DNM 6700,4558 setup sheet
16-455529-00,OP10-ITEM2,N5,FIN R5.00,Carbide Corner R5.0 DURA,bull_mill,2,4,5,30,-5.0,1200,,6000,,,PP,DNM 6700,4558 setup sheet
16-455529-00,OP10-ITEM2,N6,CUT MATERIAL,C-F-3MM 90DEG CHAMFER 2FL,chamfer_mill,3,2,5,30,-28.3,650,,6000,,,PP,DNM 6700,4558 setup sheet
16-455529-00,OP30-ITEM2,N1,ENGRAVE PART NUMBER,engrave cutter,engrave,,2,,,,200,,5000,,,PP,CNCV FAN M,NC 4560
713-142958-001,10,N2,OD rough,OD Turn 80deg Mitsubishi CNGG120404-MJ HTi10,OD turning insert,,,,,,,0.1,1000,,,PEEK NAT,NAKAMURA,Taki setup sheet OP10 O1816
713-142958-001,10,N3,Lathe cannell rough,OD Rough Left Mitsubishi insert,OD turning insert,,,,,,,0.1,1000,,,PEEK NAT,NAKAMURA,Taki setup sheet OP10 O1816
713-142958-001,10,N4,ID drill,12mm Spot Drill 90deg,spot drill,12,,3,,,150,,1000,,,PEEK NAT,NAKAMURA,Taki setup sheet OP10 O1816
713-142958-001,10,N5,ID bore rough+finish,ID Finish SIMTEK A04.0016 YR GT45,boring bar,,,,,,,0.07,1000,,,PEEK NAT,NAKAMURA,Taki setup sheet OP10 O1816
713-142958-001,10,N6,OD finish,OD Finish Left ZCCT VCGX110302-LH SVJCR-2525M-11,OD turning insert,,,,,,,0.07,1500,,,PEEK NAT,NAKAMURA,Taki setup sheet OP10 O1816
713-142958-001,10,N7,Turn back-chamfer,Turn back-chamfer insert,OD turning insert,,,,,,,0.07,1000,,,PEEK NAT,NAKAMURA,Taki setup sheet OP10 O1816
713-142958-001,10,N9,Part-off,Parting TAEGUTEC TDJ3TT9030 CHAIN EZHR-25M-3D-25,parting blade,,,,,,,0.15,1000,,,PEEK NAT,NAKAMURA,Taki setup sheet OP10 O1816
713-142960-001,10,N2,OD rough,OD Turn 80deg Mitsubishi CNGG120404-MJ WALTER DCLNR2525M12,OD turning insert,,,,,,,0.1,1000,,,PEEK NAT,CNCL NAK,Taki setup sheet OP10 O1817
